,B cell,Dendritic,Endothelial,Fibroblast,Macrophage,Mast,T cell,myocyte,other,tumor
TCGA-CV-7435-01A,0.03884477532585406,0.04504450751310938,0.037161798710586384,0.1928948299156258,0.03869426841258089,0.05032522823106214,0.04532321616332039,0.032067244252330755,0.04752577922511524,0.47211835225041493
TCGA-UF-A7JT-01A,0.03598361898151255,0.043221337070092895,0.03843193398325502,0.2196200293788057,0.07062707884567304,0.05007798107259567,0.034897588928091666,0.038815902870463846,0.04494567089640674,0.42337885797310276
TCGA-QK-A6IF-01A,0.04243121652076566,0.05115025050572744,0.05326391100537544,0.26370127503520574,0.09039376509801811,0.053275364163621,0.0524392809977959,0.04385945046209421,0.045989376378717355,0.3034961098326792
TCGA-QK-A6IJ-01A,0.045071019768070535,0.04748331643768536,0.05367937364351993,0.043583490870066195,0.042994435413811864,0.04385943352196514,0.0479497768767878,0.04795647575960251,0.04273702652558127,0.5846856511829094
TCGA-CV-7248-01A,0.03460632413583306,0.0440217834307919,0.0962974073634218,0.06889916943401515,0.0386088764498173,0.049437184684556545,0.045817454608373956,0.04290933219424341,0.045066173620894115,0.5343362940780528
TCGA-CV-7101-11A,0.04037799708259617,0.042155115517913545,0.08494733252280287,0.0464554709845265,0.05115536401279275,0.04628205427605735,0.039142818431767305,0.042791072137506304,0.5274532408135728,0.07923953422046459
TCGA-H7-A6C4-11A,0.04759670161610226,0.0394242152112567,0.07295893262431331,0.03807015765120719,0.04200373815169225,0.04230080404815111,0.04326820560715072,0.42858949112069233,0.04944432083995506,0.19634343312947908
TCGA-CV-6942-01A,0.04104333897520264,0.04376608162057492,0.04524046435256891,0.19130345451113434,0.040061988683969735,0.03773785715349841,0.04930770223262964,0.04453595172991315,0.0498729605068941,0.4571302002336141
TCGA-RS-A6TP-01A,0.03529327471569004,0.035560605330154,0.048386701983794675,0.11905206773689105,0.039111929008439704,0.05238990252160361,0.037739392580479425,0.04250518579175474,0.07174171036496028,0.5182192299662326
TCGA-CV-7091-11A,0.04857036318237642,0.03202107449119141,0.11154865710732706,0.05156281982488027,0.04709577304770437,0.03494858652863295,0.04198429389638846,0.4851788219431684,0.05857096864560476,0.08851864133272569
TCGA-D6-A6EM-01A,0.0379061885046787,0.039284319745085075,0.04726734341477752,0.1059602585621691,0.04503544172072433,0.05040682477142965,0.03837202605362184,0.10167683316199777,0.04498532208922652,0.4891054419762894
TCGA-CV-7101-01A,0.0408726661570159,0.03580043870594207,0.045135725150737306,0.06600096885454047,0.03811953124332274,0.036143955032198985,0.036185927086171764,0.04520563833183252,0.05064221564204784,0.6058929337961905
TCGA-CR-7371-01A,0.040091683572850124,0.044247254149708405,0.03996896858092279,0.09394701004440202,0.04093725909088308,0.04840894232352935,0.04869918924704714,0.03540028703087332,0.04742781723446127,0.5608715887253225
TCGA-CQ-5329-01A,0.044360500662095584,0.04287305244554034,0.04535200821144496,0.24452568593065402,0.05934219913887502,0.037481796749918264,0.039378913450288315,0.04208101894212062,0.042356502061097596,0.40224832240796526
TCGA-H7-8502-01A,0.03986455721963363,0.04143327257117153,0.046577192656716684,0.07417941529552446,0.0424038025415044,0.04434096957192808,0.049622661758692926,0.04308969896746288,0.043021791914722864,0.5754666375026426
TCGA-CN-6989-01A,0.03902732664047743,0.04317199992478664,0.07460929309422389,0.1532256138761518,0.05473399872679956,0.04210878413248016,0.042530228370758115,0.02888149774119482,0.043866137643383284,0.47784511984974437
TCGA-CN-5360-01A,0.0370635116582481,0.04669069987384302,0.04017337305897874,0.17686906202190988,0.07235294310446819,0.05276718892045269,0.04100043569005282,0.04622742738240536,0.036425574708378115,0.45042978358126295
