"","B.cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T.cell","tumor"
"TCGA-KU-A66S-01A",0.00450545364112102,0.000313830677659395,0.0462600576484186,0.131095979177755,0.0150277802293003,0.00281305296084946,0.00205187942586694,0.0332583278112682,0.00533778563920986,0.759335852788552
"TCGA-QK-A6VC-01A",0.00652566425053791,0.00132718747289097,0.0197942350972057,0.020245272687881,0.0611193149337663,0.000177191964547681,1.20934025886744e-06,0.0018679570489235,0.00241203090793023,0.886529936296058
"TCGA-CN-6998-01A",0,0,0.00279040462143999,0,0,2.97185732654074e-05,0.00361658639995504,0,0.00213884673021996,0.99142444367512
"TCGA-CV-6941-01A",0.0013264876541747,0,0.0139666500100557,0.120134374333942,0.0171859096658887,0.000756987563832108,0.000772334228930511,0,0.00491491972386986,0.840942336819307
"TCGA-CN-4727-01A",0,0,0.0105911875535567,0.0514438293709258,0,5.16284530471125e-05,6.21562017297583e-05,0,0.000260687317104384,0.937590511103636
"TCGA-BB-A5HY-01A",0,0,0.00663252711513254,0.0735944064457159,0.00370315923540642,1.06421726428617e-05,0.000964843632496534,0,0.00666565608806525,0.908428765310541
"TCGA-CV-7263-01A",0.00646022478702391,0.000229301839760453,0.038535504269343,0.126122361753259,0.0840862194341746,0.00058862091459746,0.0600618465095743,0.00379897988347964,8.2789125891224e-05,0.680034151482897
"TCGA-H7-A76A-01A",0.0173999218150251,0.00353964168212214,0.0199634475065907,0.15445452590232,0.188869156231163,0.000438493414521948,2.74154948115652e-06,0,0,0.615332071898775
"TCGA-CN-4723-01A",0.0101307360382835,0,0.0213939793895587,0.0909059841903373,0.0412637599740136,0.000259417547728458,3.97593791262542e-06,0,0,0.836042146922166
"TCGA-CN-6997-01A",0.000435925087816738,0.00201536491007569,0.0151219315692057,0.0900890092259203,0.0126685359035013,0.000674480248610462,0.000104244482336006,0,0.0060965097782198,0.872793998794314
"TCGA-CN-5364-01A",0,0,0.0177097355033052,0.0128670681020431,0.0135841306543763,9.10250348676914e-05,0.0198789102517034,0,0,0.935869130453704
"TCGA-CN-A63V-01A",0.000175589459303276,0,0.0145096771014063,0.129521168449556,0.00845583146060606,0.000175401769767633,0.000581672679638696,0,0,0.846580659079722
"TCGA-CQ-5325-01A",0.0103077378693188,0.00263661354970352,0.0304083844282547,0.0205013125547126,0.151726225246272,0.000391721082687183,0.0987771656014144,0,0,0.685250839667636
"TCGA-CR-7386-01A",0,0,0.016839321640622,0.217863995398499,0.141105535834067,0.000777928035842422,0.00277635371351198,0,0,0.620636865377459
"TCGA-CX-A4AQ-01A",0.00802980934041661,0.00564769264591482,0.0666606899558024,0.112855035700603,0.317711649456051,0,0.000201990051733084,0,7.59276437086524e-05,0.48881720520577
"TCGA-QK-A64Z-01A",0,3.21536399506326e-05,0.0104062983976762,0.00915189428267012,0,0.000374857329085085,5.24728113370135e-06,0,0.00470721443335907,0.975322334636125
"TCGA-BB-4225-01A",0.0283228742001173,0.00425098124139708,0.0350859437952089,0.0600742112178626,0.20302359816029,0.00011126352075059,0.000933091515092827,0,0,0.66819803634928
"TCGA-CV-7183-11A",0,0,0.0129878075626901,0,0.000766142904874677,3.03824586543391e-05,1.66404934305207e-06,0,0.00330543881874451,0.982908564205693
"TCGA-T2-A6WZ-01A",0.00817019477873568,0,0.0102256129599922,0.00979422900747896,0.00392656106321497,5.82400696248771e-05,0.000396745908295794,0,0,0.967428416212658
"TCGA-HD-8314-01A",0.00210361101538114,0,0.0204485512865067,0.116550557318339,0.154042429273749,0.00024019641106988,0.219499470819629,0.0834828297183133,0,0.403632354157012
