Mixture,Fibroblast,tumor,B cell,myocyte,other,Macrophage,Endothelial,T cell,Dendritic,Mast,P-value,Correlation,RMSE
TCGA-CR-6473-01A,0.0480774775734622,0.923400674304895,0.000584766950476977,0,0,0,0,0.00455384402106682,0.0233832371500992,0,0,0.843929392065376,0.540132026834018
TCGA-CN-A642-01A,0.0585371838312186,0.791177668257129,0,0.015674535842294,0,0.133100746710667,0.00150986535869091,0,0,0,0,0.900824993427705,0.444684994325606
TCGA-BB-A6UO-01A,0.0457097237146664,0.949730284378837,0,0,0,0,0,0.00454640366091792,0,1.3588245578286e-05,0,0.938831624240078,0.344763700263478
TCGA-DQ-7591-01A,0.0402860203406736,0.449809807430806,0.000766111339642867,0.00188247055680602,0.195644137881556,0.247734459674461,0.00646286164036383,0.037376455136003,0.0200376759996873,0,0.01,0.474226458562813,0.899238821275605
TCGA-CR-7398-01A,0.125094106384664,0.83922079908414,0,0,0,0.0348719709925418,0,0,0,0.000813123538653688,0,0.716739058634925,0.706729807800193
TCGA-HD-8634-01A,0.012416045683456,0.986787428135497,0,0.000796526181047096,0,0,0,0,0,0,0,0.903730658622243,0.432101097070626
TCGA-CR-7372-01A,0.0585650913217424,0.93698189829745,0,0.00445301038080739,0,0,0,0,0,0,0,0.888527147974324,0.45967020074588
TCGA-HD-8224-01A,0.134445797841361,0.329896938049594,0.000500646475871399,0.414242287555254,0.0743139192080764,0.0404629589029977,0.00257789251455468,0,0.00317618597182362,0.000383373480467172,0,0.69623193848865,0.738352510126405
TCGA-BA-4074-01A,0.27366862281505,0.551439877895112,0.000346627328494185,2.0454897699561e-05,0,0.0266639301858007,0.0289207777899439,0.118777369935311,0,0.000162339152589077,0,0.887633997331691,0.521209701021195
TCGA-CV-6961-11A,0.0327524095866662,0.946391507047425,0,0.0208560833659086,0,0,0,0,0,0,0,0.842559838620013,0.544623800067807
TCGA-BB-A5HZ-01A,0.0352735944461431,0.964726405553857,0,0,0,0,0,0,0,0,0,0.911262136970924,0.413065974421351
TCGA-CQ-5332-01A,0.102737748775796,0.880270904360979,0,0,0,0.0169913468632244,0,0,0,0,0,0.794270836368012,0.61175220074943
TCGA-CR-7380-01A,0.076844718027898,0.909096402460027,0,0,0,0.0140588795120746,0,0,0,0,0,0.871866793730298,0.490115210187158
TCGA-CV-6936-01A,0.0767633123941132,0.824448949812724,0.00191992220151974,0,0,0.0968678155916427,0,0,0,0,0,0.785926817819014,0.619474627621023
TCGA-MZ-A6I9-01A,0.0276648068823958,0.78539119328916,0.0117445357613489,0.000550578353570346,0.141891542456158,0,0.0298832757276348,0,0.00287406752973219,0,0.01,0.478752092265137,0.950668564049224
TCGA-QK-AA3J-01A,0.0515504635271172,0.72352478291371,0.000331048686772915,0.00192116671599051,0.201819056124135,0,0.00976977798251273,0.00388980955294512,0.00719389449681578,0,0,0.775787587435985,0.631825870648504
TCGA-BA-4077-01B,0.0317444680209095,0.827797185231102,0,0.000805267936170711,0.00100148894755599,0.137593628766902,0.000783633399327596,0,0,0.000274327698032065,0,0.911235016605192,0.418360122706319
TCGA-CQ-A4C7-01A,0.154705861002925,0.787614588502551,0,0.0096503517615623,0.0270971531211332,0.0209320456118286,0,0,0,0,0,0.877867486447483,0.485211432223282
TCGA-CV-7422-01A,0.119599721482086,0.814766185483368,0,0.00128900046475612,0.0530787377058109,0.00930839183058785,0,0,0.00195796303339085,0,0,0.838458629481962,0.544743471674327
TCGA-CQ-A4CB-01A,0.122561233537829,0.724073768988194,0,0,0.127453234089878,0.0240792426594452,0,0,0.00183252072465439,0,0,0.889578244757989,0.468340679320201
TCGA-F7-7848-01A,0.0853496630928338,0.641896132103026,0,0,0.219107307774586,0.0535625086092611,0,0,0,8.43884202933574e-05,0,0.825202145930002,0.568732832287968
TCGA-CR-7392-01A,0.116894406320831,0.790704494574234,0.0133408700795287,0.000466372931224049,0,0.078593856094183,0,0,0,0,0,0.893757238025536,0.458695100687026
TCGA-CV-7178-11A,0.0874202488704697,0.331708238040676,0,0.0013539168940089,0.559518875122364,0.0199987210724813,0,0,0,0,0,0.805861566411255,0.613618881977428
TCGA-QK-A6VB-01A,0.0399765416548312,0.798383708614402,0,0,0.148388679753255,0,0,0.0132510699775116,0,0,0,0.881819032666615,0.472104321002004
TCGA-CX-7082-01A,0.0804699605886479,0.82836290904831,0,0.0392684961763719,0.0309924260832992,0.0209062081033708,0,0,0,0,0,0.760609138244428,0.652882238636331
TCGA-CV-7414-01A,0.10073904121481,0.878486759213004,0,0.00509560513793831,0.00327168538715483,0.00620749961090432,0,0,0.00619940943618802,0,0.01,0.536173662757212,0.90614511672059
TCGA-CN-A63W-01A,0.0186640348251528,0.972330018767249,0,0.00119942782972002,0,0.00766797411420201,0,0,0,0.000138544463676203,0,0.948218807581841,0.31800471627135
TCGA-BA-5557-01A,0.0424793437511679,0.947192412834432,0,0,0,0.0103282434144006,0,0,0,0,0,0.917162890056443,0.398757602226832
